student code,"q3a: You used a single fixed pulley to lift a watermelon to your tree house.  If you changed it to a single movable pulley and ignore the effects of friction, the distance pulled would:

Correct option = 1, ""Increase""",,q3b: Explain your reasoning about the distance pulled. ,q3b code,"q3c: the applied force required would: 

Correct option = 2, ""Decrease""",,q3d:Explain your reasoning about the applied force required. ,q3d code,"q4: Which of the following will require less applied force to lift a load to a height of 2 meters using a single fixed pulley? 

Correct option = 1, ""A well-oiled pulley""",,q4a: Explain your reasoning about the applied force required. ,q4a code,"q7a1: You used a single fixed pulley to lift a watermelon to your tree house.  If you used a single movable pulley instead and ignore the effects of friction, the applied force needed would: 

Correct option = 2, ""Decrease""",,q7a2: Explain your reasoning about the applied force needed.,q7a2 code,"q7b1: ...the work done would: 

Correct option = 3, ""Stay the same""",,q7b2: Explain your reasoning about the work done.,q7b2 code,"q9: Jane is lifting a box straight up to a height of 1 meter. Mary is using the pulley shown below to lift the same box to the same height.  If you ignore friction, what can you tell about the work done by Jane and Mary?

Correct option = 3, ""Jane and Mary are doing the same work""",,q9a: Explain your reasoning about the work done in this question.,q9a code,"q10: Which of the following will require more work to lift a load to a height of 2 meters if you are using a single fixed pulley? 

Correct option = 2, ""A rusty pulley that needs to be oiled""",,q10a: Explain your reasoning about the work required. ,q10a code,"q11: Jacob uses a fixed pulley to lift a box 1 meter. He then uses the same pulley to lift an identical box 2 meters. In which condition did Jacob do more work?

Correct option = 2, ""When lifting the box 2 meters""",,q11a: Explain your reasoning about the work done in this question.,q11a code,"q13: If you ignore friction, which one of the following pulley set-ups will give the most mechanical advantage?
 
Correct option =  4, ""A double compound pulley""",,q13a: Explain your reasoning about mechanical advantage in this question.,q13a code,"q14: If you ignore friction, which one of the following pulley set-ups will give more mechanical advantage?

Correct option = 3, ""Pulley set-up A and Pulley set-up B will give you the same mechanical advantage""",,q14a: Explain your reasoning about mechanical advantage in this question.,q14a code
Pulley9-10-283,3,Stay the same,the height is not moving up,0,3,Stay the same,the load is not being changed so the applied force is still the same,0,1,A well-oiled pulley,it is not as hard to move and turn,1,3,Stay the same,the hight is not moved,0,3,Stay the same,work is force times distance,1,3,Jane and Mary are doing the same work,they both moved it the same distince,2,3,Both pulleys will require the same work,it is f*d=work,0,2,When lifting the box 2 meters,the work increased more force and distince,1,4,A double compound pulley,it has more pully strans ,2,2,Pulley set-up B,it has more pully strans,0
Pulley9-10-282,1,Increase,moveable pulleys take less force but more distance,2,2,Decrease,because work decreases and force does too,0,1,A well-oiled pulley,if its oiled it has less friction,2,1,Increase,fixed pullies supply litlle ma,0,1,Increase,more force and more distance,0,1,Jane is doing more work,the pullies give MA decreasing force and distance would decrease as well multiply those to get work,0,2,A rusty pulley that needs to be oiled,friction increases applied force,2,2,When lifting the box 2 meters,the distance increased but force stayed the same,2,4,A double compound pulley,more pullies= more MA,1,2,Pulley set-up B,more pullies more MA,0
Pulley9-10-281,2,Decrease,i dont know ,0,4,Not enough information to decide,I dont know ,0,3,Both pulleys will require the same applied force,i dont know,0,3,Stay the same,i dont know ,0,4,Not enough information to decide,i dont know ,0,2,Mary is doing more work,i dont know,0,4,Not enough information to decide,i dont know,0,2,When lifting the box 2 meters,beacause number two is higher then number one,1,1,One fixed pulley,i dont know ,0,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,i dont know,0
Pulley9-10-280,1,Increase,a fixed pully highly decreaces dp,0,2,Decrease,although the fixed pully deacreases dp it has an ma of 0,0,1,A well-oiled pulley,oil deacreses af,1,2,Decrease,we already did an opposite queastion!,0,1,Increase,0,0,4,Not enough information to decide,whats the leangth!!!,0,3,Both pulleys will require the same work,whats the leangth,0,2,When lifting the box 2 meters,there was more leangth,1,3,One movable pulley,jjjkjkkkkkkikkkbssbsbhayhdaudhasldfgsdgfouasgfi;asdfgdao;fhaywhydoyouaskchikentosmellpiendsfansbnafahdfjlhda,0,1,Pulley set-up A,"XCXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX1234567890=';LKKJHHGFDDSSAAQWTTTTTYO[]IUYTREWZZXZCVBNM,,.M/Z",0
Pulley9-10-28,1,Increase,Because the string is longer on the single movable pulley.,0,2,Decrease,because of the longer distance the applied force would decrease.,2,1,A well-oiled pulley,It would be that because the oil would cause you to pull less without the rust.,1,2,Decrease,because the string is longer on the movable pulley cause the applied force to decrease.,0,3,Stay the same,because the distance would increase and the force would decrease causing the work to stay the same.,2,3,Jane and Mary are doing the same work,because Jane's distance is decrasing but her force is increasing but mary's distance is increasing but he distance is decreasing keeping them the same. ,2,2,A rusty pulley that needs to be oiled,Becuase the pulley being rusty would cause the force to go up causing the work to go up. ,1,2,When lifting the box 2 meters,Because the force is the same for both but the distance is longer on lifting the box 2 meters in creasing the work on that one. ,2,4,A double compound pulley,Becase the work would be the lowes on that one.,0,2,Pulley set-up B,Because that one has the lowest amount of work.,0
Pulley9-10-279,2,Decrease,a moveable pullys will go down ,0,2,Decrease,a movable pully is beater,1,1,A well-oiled pulley,a well oiled on moves eayser,1,2,Decrease,3b,1,2,Decrease,a moveable is beter,0,2,Mary is doing more work,pullys will help,0,3,Both pulleys will require the same work,if the hights the same every thing else dosent madder,0,2,When lifting the box 2 meters,like 10a 2 meaters is more,1,2,Two fixed pulleys,idk,0,2,Pulley set-up B,i forgot,0
Pulley9-10-278,3,Stay the same,It doesnt matter what pulley you use. it is hard to tell whaty distance you are talking about if you are talking about distance to move the object or the distance to pull it.,0,3,Stay the same,they only hacve one pulley in both of them,0,1,A well-oiled pulley,if it is rusty it will be harder to pull ,1,2,Decrease,it wont be as hard with the loops ?,1,3,Stay the same,work always stays the same,1,3,Jane and Mary are doing the same work,work is always the same,1,1,A well-oiled pulley,Friction is the only thins that affects work.,1,2,When lifting the box 2 meters,It could be not  enough info to decide but if there was friction on the 1st box it might do more work.               He lifted it higher,1,4,A double compound pulley,You get more machanical advantage when you have more pulleys,1,2,Pulley set-up B,it has more pulleys= more MA     ,0
Pulley9-10-277,1,Increase,"The force you would use to pull would be greater, so to keep work the same the distance would go up.",0,2,Decrease,"A single fixed pulley doesn't reduce force, but a single moveable pulley reduces the force by about half.",1,1,A well-oiled pulley,A rusty pulley would create more friction to overcome by using more force.,2,2,Decrease,"The distance you would have to pull in order to lift a watermelon to a certain height using a moveable pulley would be about two times more than the force you use on a fixed pulley. Therefore, in order to keep work the same, the force in a moveable pulley is half as much as with a fixed pulley.",2,3,Stay the same,Work always stays the same.,1,3,Jane and Mary are doing the same work,"Work=force times distance. Mary is applying less force over a longer distance, while Jane is applying more force over a smaller distance.",2,3,Both pulleys will require the same work,Work is not affected by friction.,0,2,When lifting the box 2 meters,He's doing more work because he's lifting the object higher; making the distance go up while the force stays the same.,2,4,A double compound pulley,"Mechanical advantage is your distance divided by the distance the object moves, and in a fixed pulley the amount of force you put in is what comes out. Pulley systems requre the least force because they have more strands to hold the weight.",3,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,"Fixed pulleys don't affect force, MA, or work.",1
Pulley9-10-276,1,Increase,"If the force decreases, the distance increases.",2,2,Decrease,A movable pulley requires less force than a single-fixed pulley.,1,1,A well-oiled pulley,A well-oiled pulley would have less friction which would decrease the force.,2,2,Decrease,A single-movable pulley requires less force than a single-fixed pulley.,1,3,Stay the same,The equation for work is length x force. If the force increases the length decreases. If the force decreases the length increases. ,2,3,Jane and Mary are doing the same work,"If there is no friction, work always stays the same.",1,2,A rusty pulley that needs to be oiled,"If it is rusty, then that adds more friction which adds more force. The distance doesn't change but the force increase, therefore a rusty pulley will require more work.",2,2,When lifting the box 2 meters,The length the person pulled was greater on the second one. The force stayed the same. ,2,4,A double compound pulley,A compound pulley always uses the least amount of force.,1,2,Pulley set-up B,"The more pulleys you have, the more MA there is. ",0
Pulley9-10-275,1,Increase,you need to pull farther to make a moveble pulley work,1,3,Stay the same,a fixed and moveble have the same applied force,0,1,A well-oiled pulley,the well oiled one might have less friction on it than the rusty one ,2,2,Decrease,the double compound pulley would require less applied force because it is a double fixed and a double moveble pulley in the same combination ,0,3,Stay the same,you dont change what you are doing,2,3,Jane and Mary are doing the same work,they both need to lift a box 1 meter,2,3,Both pulleys will require the same work,both pulleys are doing the same work,0,2,When lifting the box 2 meters,he needed to do more work because he needed to lift it one more meter than before,1,4,A double compound pulley,a double compound would have the most mechanical advantage because the distance pulled would be greater wich makes more mechanical advantage ,2,2,Pulley set-up B,the distance pulled is less,0
Pulley9-10-274,1,Increase,because the moveable pulley has more MA so you would pull farther becase MA=distance pulled/distance moved.,2,2,Decrease,the movable pulley has more MA so there is less applied force needed.,2,1,A well-oiled pulley,there would be less friction so there os less force.,2,2,Decrease,there is less work needed and work=force*distance.,0,3,Stay the same,work=force*distance and there is less force but you pull farther.,2,1,Jane is doing more work,pulling the load up by hand is harder than using a pulley.,0,2,A rusty pulley that needs to be oiled,since there is more friction there is more force needed.,2,2,When lifting the box 2 meters,you have doubled the distance pulled and the force is the same.,2,4,A double compound pulley,you have to pull much farther than the other pulleys and  MA= distance pulled/distance object moves.,2,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,they both are being pulled the same distance and string is pulled same distance.,0
